phylum,class,order,family,genus,species
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,marcusii
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,zeaxanthinifaciens
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,gallaeciensis
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoruegeria,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobaca,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,sphaeroides
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,marinum
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Shimia,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,
 Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,mediterraneus
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,aceti
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseococcus,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,mucosa
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Swaminathania,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,brasilense
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,limosus
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nisaea,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Novispirillum,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Oleomonas,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Phaeospirillum,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Phaeospirillum,fulvum
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodovibrio,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Roseospira,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,
 Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,siberiense
 Proteobacteria,Alphaproteobacteria,Rickettsiales,AEGEAN_112,,
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Candidatus Neoehrlichia,mikurensis
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,,
 Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Holosporaceae,,
 Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,,
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Pelagibacteraceae,,
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia endosymbiont of Deronectes platynotus
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia,
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia,Wolbachia endosymbiont of Chorthippus parallelus
 Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia,Wolbachia endosymbiont of Dirofilaria immitis
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Citromicrobium,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,longus
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythromicrobium,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythromicrobium,ramosum
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Lutibacterium,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,natatoria
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,capsulatum
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,resinovorum
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,stygium
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,xenophagum
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,yanoikuyae
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,asaccharolytica
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,azotifigens
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,echinoides
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,wittichii
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,yabuuchiae
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,alaskensis
 Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,
 Proteobacteria,Betaproteobacteria,A21b,EB1003,,
 Proteobacteria,Betaproteobacteria,A21b,,,
 Proteobacteria,Betaproteobacteria,A21b,UD5,,
 Proteobacteria,Betaproteobacteria,ASSO-13,,,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Denitrobacter,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Tetrathiobacter,kashmirensis
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,andropogonis
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,bryophila
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,gladioli
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,glathei
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,graminis
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,tuberum
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Candidatus Glomeribacter,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Candidatus Glomeribacter,gigasporarum
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Salinispora,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Salinispora,tropica
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,caeni
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,delafieldii
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,facilis
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Azohydromonas,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,terrigena
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Giesbergeria,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,palleronii
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Lampropedia,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnobacter,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,curvus
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,petroleiphilum
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Mitsuaria,chitosanitabida
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paucibacter,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,puraquae
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles,depolymerans
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,RS62,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,gelatinosus
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Thiomonas,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,paradoxus
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Xenophilus,
 Proteobacteria,Betaproteobacteria,Burkholderiales,,,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Cupriavidus,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Cupriavidus,gilardii
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,lividum
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,formigenes
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Polynucleobacter,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Polynucleobacter,cosmopolitanus
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Ralstonia,
 Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
 Proteobacteria,Betaproteobacteria,EC94,,,
 Proteobacteria,Betaproteobacteria,Ellin6067,,,
 Proteobacteria,Betaproteobacteria,,,,
 Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Gallionella,
 Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,,
 Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,,
 Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,
 Proteobacteria,Betaproteobacteria,IS-44,,,
 Proteobacteria,Betaproteobacteria,Methylophilales,,,
 Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylobacillus,
 Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,mobilis
 Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,,
 Proteobacteria,Betaproteobacteria,MKC10,,,
 Proteobacteria,Betaproteobacteria,MND1,,,
 Proteobacteria,Betaproteobacteria,MOB121,,,
 Proteobacteria,Betaproteobacteria,MWH-UniP1,,,
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Aquitalea,
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Aquitalea,magnusonii
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chromobacterium,
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius,
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius,kuhniae
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Deefgea,
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Microvirgula,
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Microvirgula,aerodenitrificans
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,cinerea
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,subflava
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,
 Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vogesella,
 Proteobacteria,Betaproteobacteria,Nitrosomonadales,,,
 Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
 Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,
 Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,tenuis
 Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,,
 Proteobacteria,Betaproteobacteria,Procabacteriales,,,
 Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,Procabacter,
 Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azovibrio,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,C39,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Candidatus Accumulibacter,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,fungiphilus
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Denitratisoma,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dok59,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Hydrogenophilus,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,K82,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,KD1-23,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclus,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Sterolibacterium,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Sulfuritalea,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,TS34,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Uliginosibacterium,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Z-35,
 Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,
 Proteobacteria,Betaproteobacteria,SBla14,,,
 Proteobacteria,Betaproteobacteria,SC-I-84,,,
 Proteobacteria,Betaproteobacteria,Thiobacterales,,,
 Proteobacteria,Betaproteobacteria,Thiobacterales,Thiobacteraceae,,
 Proteobacteria,Betaproteobacteria,Thiobacterales,Thiobacteraceae,Thiobacter,
 Proteobacteria,Betaproteobacteria,Tremblayales,,,
 Proteobacteria,Betaproteobacteria,Tremblayales,Tremblayaceae,Candidatus Tremblaya,
 Proteobacteria,Betaproteobacteria,Tremblayales,Tremblayaceae,,
 Proteobacteria,Deltaproteobacteria,AF420338,,,
 Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,
 Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,
 Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoraceae,,
 Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
 Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,bacteriovorus
 Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,,
 Proteobacteria,Deltaproteobacteria,Bdellovibrionales,,,
 Proteobacteria,Deltaproteobacteria,BPC076,,,
 Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfarculus,
 Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofaba,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofrigus,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,rhabdoformis
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulforhopalus,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,
 Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,,
 Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonatronovibrio,
 Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonauticus,
 Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfovermiculus,
 Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,,
 Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,
 Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,,
 Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfonatronumaceae,Desulfonatronum,
 Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,
 Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
 Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,aminophilus
 Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,C21_c20
